area_type,availability,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,18-Dec,Whitefield,Prtates,1655.0,3.0,1.0,113.0,3
Super built-up  Area,18-Mar,Haralur Road,SNnia E,2805.0,5.0,3.0,160.0,4
Plot  Area,Ready To Move,Yelahanka,InllaPa,1800.0,4.0,2.0,180.0,4
Built-up  Area,Ready To Move,Ashirvad Colony,VMowsea,2050.0,3.0,1.0,100.0,4
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,530.0,1.0,1.0,29.44,1
Built-up  Area,19-Jun,Sarjapur,Caonand,2585.0,4.0,0.0,139.5,4
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,883.0,2.0,1.0,37.0,2
Super built-up  Area,Ready To Move,Sompura,Suiseit,1275.0,3.0,1.0,59.0,3
Super built-up  Area,Ready To Move,Bellandur,MancyRe,1063.0,2.0,1.0,58.0,2
Super built-up  Area,Ready To Move,Balagere,Soresea,656.0,1.0,1.0,43.0,1
Super built-up  Area,18-Dec,Marathahalli,Unezes ,881.0,2.0,1.0,48.06,2
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,700.0,1.0,1.0,32.0,2
Super built-up  Area,18-Dec,Hosa Road,SJerse ,1680.0,3.0,1.0,101.0,3
Super built-up  Area,Ready To Move,Rayasandra,MJeusyl,1253.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,3.0,230.0,3
Super built-up  Area,18-Dec,Iblur Village,DNionfl,2100.0,4.0,2.0,145.0,3
Super built-up  Area,Ready To Move,Electronic City,GMown E,1070.0,2.0,1.0,58.0,2
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1125.0,2.0,1.0,29.25,2
Super built-up  Area,Ready To Move,Electronic City,DSgmax ,1210.0,2.0,1.0,54.0,2
Built-up  Area,18-Apr,Electronic City,GMown E,1500.0,2.0,1.0,75.0,3
Super built-up  Area,Ready To Move,Coffee Board Layout,Sanstya,1652.0,3.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1381.0,2.0,2.0,76.18,3
Super built-up  Area,18-Dec,Whitefield,BSlasin,1085.0,2.0,1.0,57.0,2
Super built-up  Area,18-Apr,Whitefield,Prtates,905.0,1.0,1.0,50.0,1
Super built-up  Area,Ready To Move,Hennur Road,MItatHa,1685.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Somasundara Palya,ManceEl,1200.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Anandapura,ViensRK,1151.0,2.0,1.0,42.9,2
Built-up  Area,Ready To Move,Brookefield,Goodsrb,3532.0,3.0,3.0,170.0,4
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1665.0,3.0,2.0,86.91,3
Built-up  Area,Ready To Move,Kengeri Satellite Town,Malowr ,800.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Rajiv Nagar,Ahntyve,1030.0,2.0,2.0,46.5,2
Super built-up  Area,Ready To Move,Hoodi,Keers S,1257.0,2.0,1.0,71.03,2
Super built-up  Area,18-Dec,Whitefield,BSlasin,1600.0,3.0,2.0,82.0,3
Super built-up  Area,Ready To Move,Choodasandra,GRlpank,1465.0,3.0,3.0,75.0,3
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1650.0,3.0,2.0,111.0,3
Super built-up  Area,Ready To Move,Koramangala,Jainaht,1300.0,2.0,2.0,82.0,2
Built-up  Area,Ready To Move,KR Puram,Hoston ,1000.0,2.0,1.0,44.5,2
Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1146.0,2.0,1.0,53.8,2
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,PrBayGa,2159.0,3.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1255.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Padmanabhanagar,Shers S,1200.0,2.0,1.0,60.0,2
Built-up  Area,Ready To Move,Sarjapur  Road,ARineun,1040.0,2.0,1.0,37.0,2
Super built-up  Area,Ready To Move,Uttarahalli,Shony S,1180.0,2.0,1.0,41.3,2
Built-up  Area,Ready To Move,Sarjapur  Road,MJinele,1374.0,3.0,2.0,51.0,3
Super built-up  Area,19-Dec,Whitefield,Goted U,630.0,1.0,0.0,32.15,1
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2384.0,4.0,2.0,165.0,3
Super built-up  Area,Ready To Move,Yelahanka,Neite T,1200.0,2.0,1.0,54.0,2
Built-up  Area,Ready To Move,Haralur Road,NDionas,2017.0,3.0,2.0,105.0,3
Built-up  Area,18-Mar,Whitefield,Prtates,905.0,1.0,1.0,52.0,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2.0,1.0,55.79,2
Super built-up  Area,Ready To Move,Gottigere,SMshi M,1380.0,2.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Harlur,Shodsir,1620.0,3.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Maager ,1000.0,2.0,1.0,38.5,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1322.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,HoAcela,1500.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Kaggadasapura,Mancya ,1256.0,2.0,2.0,50.0,3
Super built-up  Area,Ready To Move,Brookefield,Neestna,941.0,2.0,2.0,48.0,2
Plot  Area,Ready To Move,Devanahalli,Soacyst,5000.0,4.0,3.0,465.0,4
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1665.0,3.0,2.0,86.58,3
Super built-up  Area,21-Mar,Kanakpura Road,GolusLi,712.0,1.0,1.0,38.44,1
Super built-up  Area,17-Dec,Rajaji Nagar,ProdsWe,2648.0,5.0,0.0,251.5,4
Super built-up  Area,Ready To Move,Hebbal,Thuse F,1200.0,2.0,1.0,49.0,2
Built-up  Area,Ready To Move,Wilson Garden,SaageWi,1680.0,3.0,3.0,135.0,3
Super built-up  Area,Ready To Move,Uttarahalli,Suitea ,1380.0,2.0,1.0,42.0,2
Super built-up  Area,18-May,Hebbal,Arcia S,1088.0,2.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Harlur,Zonce E,1414.0,3.0,2.0,77.5,3
Super built-up  Area,Ready To Move,Shikaripalya,Maenara,1265.0,2.0,1.0,58.0,2
Built-up  Area,Ready To Move,Friends Colony,SiidsGa,1035.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Sonnenahalli,Skacak ,614.0,1.0,0.0,30.715,1
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1650.0,3.0,1.0,84.0,3
Super built-up  Area,Ready To Move,Marathahalli,Thowsil,1130.0,2.0,2.0,58.0,3
Super built-up  Area,Ready To Move,Banashankari,PrdgeSo,2582.0,5.0,2.0,250.0,3
Super built-up  Area,Ready To Move,Sarakki Nagar,Sowerew,2663.0,4.0,1.0,338.0,3
Built-up  Area,Ready To Move,Devasthanagalu,CMhidal,1090.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,JP Nagar,DSillto,1100.0,2.0,1.0,45.0,2
Super built-up  Area,18-Aug,Kammasandra,DSOakil,1365.0,2.0,1.0,34.13,3
Super built-up  Area,20-Feb,Vijayanagar,Saahaat,1484.0,3.0,2.0,79.19,3
Super built-up  Area,Ready To Move,Green Glen Layout,Prodsm ,1630.0,3.0,2.0,68.0,3
Super built-up  Area,18-May,Whitefield,SMuilan,1451.0,2.0,2.0,52.43,3
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1330.0,2.0,1.0,107.0,2
Super built-up  Area,Ready To Move,Thanisandra,NRncyrk,2127.0,3.0,2.0,135.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,MJinele,1173.0,2.0,2.0,45.75,3
Plot  Area,18-Dec,Bannerghatta Road,Putere ,1500.0,4.0,2.0,239.0,3
Super built-up  Area,18-Nov,Thanisandra,Bhe 2ko,2336.0,3.0,0.0,115.89,3
Super built-up  Area,Ready To Move,JP Nagar,MBncyh ,1197.0,2.0,1.0,47.88,2
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1450.0,3.0,3.0,62.4,3
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1187.0,2.0,1.0,37.85,2
Super built-up  Area,18-May,Panathur,Saite G,1370.0,2.0,2.0,54.8,3
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1036.0,2.0,2.0,39.37,2
Super built-up  Area,Ready To Move,Old Madras Road,Brglede,2010.0,3.0,2.0,115.0,4
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1265.0,2.0,2.0,46.6,2
Super built-up  Area,Ready To Move,Anandapura,ViensRK,1576.0,3.0,2.0,58.0,3
Super built-up  Area,Ready To Move,Green View Layout,Makeser,1000.0,2.0,1.0,36.0,2
Super built-up  Area,Ready To Move,Kudlu,MJinala,1293.0,2.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Munnekollal,Keids O,1210.0,2.0,3.0,75.0,2
Built-up  Area,Ready To Move,HSR Layout,SruntFa,1126.0,2.0,1.0,69.0,2
Built-up  Area,Ready To Move,Vidyaranyapura,DSestil,1440.0,2.0,0.0,70.0,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,SamesHo,1300.0,2.0,2.0,52.0,3
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1276.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Whitefield,Prtates,1216.0,2.0,1.0,83.0,2
Built-up  Area,Ready To Move,Sompura,Suiseit,1126.0,2.0,2.0,39.0,2
Super built-up  Area,18-May,Raja Rajeshwari Nagar,Cee 2du,1162.0,2.0,0.0,65.0,2
Super built-up  Area,Ready To Move,Whitefield,Nillsre,1301.0,2.0,2.0,65.0,2
Super built-up  Area,19-Dec,Devanahalli,Sabixtt,658.0,1.0,1.0,34.0,1
Super built-up  Area,Ready To Move,Whitefield,Toindls,2500.0,3.0,2.0,280.0,3
Built-up  Area,Ready To Move,Chandapura,Vailsaf,1208.0,3.0,2.0,42.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,2.0,38.41,2
Super built-up  Area,Ready To Move,Shettigere,LendaVi,1760.0,2.0,1.0,116.0,3
Super built-up  Area,Ready To Move,Sarjapur,DSousyl,940.0,2.0,1.0,25.38,2
Super built-up  Area,Ready To Move,Badavala Nagar,CMDewun,1145.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1302.0,2.0,0.0,67.73,2
Built-up  Area,Ready To Move,Rahat Bagh,Saaintv,3900.0,5.0,1.0,550.0,4
Super built-up  Area,Ready To Move,Omarbagh Layout,SNtua S,3317.0,5.0,0.0,268.5,4
Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,326.0,3
Built-up  Area,Ready To Move,Thubarahalli,ShdhiSa,1216.0,2.0,1.0,80.0,2
Super built-up  Area,Ready To Move,Tumkur Road,Soire A,1459.0,2.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Jakkur,Soral C,1622.0,2.0,0.0,80.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1843.0,3.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Malleshpalya,KencyRe,1430.0,2.0,1.0,69.5,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1565.0,2.0,2.0,57.91,3
Super built-up  Area,Ready To Move, Devarabeesana Halli,Sorisa ,1670.0,3.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1695.0,3.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Akshayanagara West,ISeekon,1410.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Arekere,Chiteny,900.0,2.0,3.0,50.0,2
Built-up  Area,21-Dec,Thanisandra,Bhe 2ko,693.0,1.0,1.0,34.3,1
Super built-up  Area,20-Dec,Electronic City,KonteiT,2435.0,4.0,3.0,119.0,4
Super built-up  Area,18-Aug,Iblur Village,DNionfl,1920.0,3.0,2.0,150.0,3
Super built-up  Area,18-Mar,Electronic City,Prarkun,630.0,1.0,1.0,47.0,1
Super built-up  Area,Ready To Move,Nagavarapalya,PuonsSe,705.0,1.0,1.0,55.0,1
Super built-up  Area,Ready To Move,Mahadevpura,3Codeli,1532.0,2.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,1330.0,2.0,1.0,93.0,2
Built-up  Area,Ready To Move,Sarjapur  Road,Nauha G,1530.0,2.0,2.0,60.0,3
Super built-up  Area,18-Jul,Harlur,Shodsir,1630.0,3.0,1.0,95.1,3
Built-up  Area,Ready To Move,Banashankari,Giaver ,1200.0,6.0,2.0,180.0,6
Built-up  Area,Ready To Move,Brookefield,Saowson,1595.0,2.0,3.0,75.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Hiestre,1000.0,2.0,2.0,53.0,2
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1000.0,2.0,1.0,28.88,2
Built-up  Area,Ready To Move,Mysore Road,PrawnRa,883.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,BTM Layout,Raide P,1776.0,2.0,3.0,75.0,3
Super built-up  Area,19-Dec,Anjanapura,DSapeto,1347.0,2.0,1.0,37.72,3
Super built-up  Area,Ready To Move,Whitefield,KKdenng,1330.0,2.0,2.0,55.0,3
Super built-up  Area,Ready To Move,Harlur,SomonCi,1459.0,3.0,2.0,135.0,3
Super built-up  Area,19-Dec,Thanisandra,Bhe 2ko,2259.0,5.0,2.0,135.0,4
Super built-up  Area,Ready To Move,NTI Layout,Vaent V,1200.0,2.0,2.0,52.5,2
Super built-up  Area,18-May,Vasanth nagar,Dheusag,2328.0,4.0,1.0,528.0,4
Super built-up  Area,Ready To Move,Electronic City,Itelaa ,660.0,1.0,1.0,15.5,2
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1800.0,2.0,2.0,250.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,3100.0,4.0,3.0,550.0,4
Super built-up  Area,19-Aug,Yelahanka,SMllay ,1405.0,2.0,0.0,50.58,2
Super built-up  Area,18-May,Yelahanka,Prensya,602.0,1.0,1.0,26.0,1
Super built-up  Area,Ready To Move,JP Nagar,Adaveth,1500.0,2.0,3.0,82.0,3
Built-up  Area,Ready To Move,Glass Factory Layout,VMlet C,1539.0,3.0,2.0,60.0,3
Super built-up  Area,20-Dec,Judicial Layout,PrarePa,1100.0,2.0,1.0,53.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1151.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,Kathriguppe,Prone M,1350.0,3.0,3.0,78.3,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Shissut,1200.0,2.0,2.0,65.0,2
Super built-up  Area,18-Apr,Sarjapur  Road,PualeSk,1700.0,3.0,2.0,93.5,3
Built-up  Area,Ready To Move,R.T. Nagar,SiineSu,1560.0,3.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Arldsyo,1403.0,3.0,1.0,56.0,3
Super built-up  Area,Ready To Move,Tumkur Road,Sahtsva,1416.0,3.0,1.0,94.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1680.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Doddathoguru,Prora F,1595.0,3.0,3.0,62.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,Niacesa,1507.0,2.0,3.0,95.0,3
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1949.0,3.0,1.0,133.0,3
Built-up  Area,18-Dec,Electronic City Phase II,Sryalan,1000.0,2.0,1.0,28.88,2
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2480.0,3.0,2.0,245.0,3
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1100.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,3526.0,4.0,3.0,598.0,4
Super built-up  Area,Ready To Move,Gottigere,Apentir,1425.0,2.0,2.0,47.0,3
Super built-up  Area,Ready To Move,Jalahalli West,Prntsax,550.0,1.0,1.0,23.0,1
Built-up  Area,Ready To Move,HBR Layout,Giersin,1783.0,3.0,2.0,125.0,3
Super built-up  Area,18-Mar,Haralur Road,SNnia E,1520.0,2.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,SavanBr,1060.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1267.0,2.0,1.0,54.35,2
Built-up  Area,Ready To Move,Karuna Nagar,CoinoCu,2500.0,3.0,2.0,180.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,MNikaas,1240.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Gollahalli,MJlese ,1570.0,3.0,2.0,78.0,3
Super built-up  Area,Ready To Move,Whitefield,Veale R,1355.0,3.0,3.0,76.0,2
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,4075.0,5.0,3.0,226.0,4
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1550.0,3.0,3.0,52.45,3
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Neess P,1100.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move, Devarabeesana Halli,Sorisa ,1750.0,3.0,2.0,150.0,3
Super built-up  Area,18-Mar,9th Phase JP Nagar,HMigond,1466.0,2.0,2.0,71.0,2
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1550.0,3.0,2.0,72.5,3
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,2300.0,4.0,3.0,102.0,3
Super built-up  Area,19-Aug,Kengeri,VBn 2lm,540.0,1.0,1.0,22.5,1
Plot  Area,Ready To Move,8th Phase JP Nagar,Hincy V,950.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Cunningham Road,LeDuvMy,2880.0,3.0,2.0,501.0,3
Super built-up  Area,Ready To Move,Hebbal,Prersis,1987.0,4.0,2.0,165.0,3
Super built-up  Area,Ready To Move,Hoodi,Keers S,1305.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Marsur,Asara S,497.0,1.0,1.0,17.0,2
Super built-up  Area,19-Mar,Hennur Road,Puachal,1232.0,2.0,2.0,89.0,2
Super built-up  Area,21-Nov,Thanisandra,Bhe 2ko,1732.0,3.0,3.0,85.73,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1614.0,2.0,1.0,100.0,3
Built-up  Area,Ready To Move,Magadi Road,Jaaveha,600.0,1.0,1.0,22.0,2
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2072.0,4.0,2.0,155.0,3
Super built-up  Area,Ready To Move,Electronic City,Itvir M,919.0,2.0,2.0,34.0,2
Plot  Area,Ready To Move,Marsur,AreraRe,1200.0,3.0,1.0,150.0,3
Built-up  Area,Ready To Move,Doctors Layout,Mavelr ,1000.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2245.0,4.0,2.0,154.0,4
Super built-up  Area,18-Feb,Bannerghatta Road,Baanise,1476.0,3.0,1.0,125.0,3
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1852.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Panathur,Skinaa ,1597.0,3.0,1.0,67.12,3
Super built-up  Area,19-Dec,Jakkur,Ceezey ,2423.0,4.0,3.0,160.0,3
Super built-up  Area,19-Mar,Marathahalli,PrensKe,1152.0,2.0,1.0,90.0,2
Plot  Area,Ready To Move,Kammasandra,Daden G,1400.0,3.0,2.0,92.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,2.0,40.17,2
Super built-up  Area,18-May,Yelahanka,Miitat ,1890.0,3.0,2.0,108.0,3
Built-up  Area,18-Feb,Gunjur Palya,BDectou,830.0,2.0,2.0,40.0,2
Built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1165.0,2.0,1.0,30.29,2
Super built-up  Area,Ready To Move,Bommanahalli,KancyRe,1100.0,1.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Maithri Layout,ItAnuna,1685.0,3.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Sarakki Nagar,Sowerew,3131.0,4.0,3.0,349.0,4
Super built-up  Area,Ready To Move,Kachanayakanahalli,ICoolon,827.0,2.0,1.0,45.0,2
Built-up  Area,Ready To Move,Electronics City Phase 1,Prmes H,635.0,1.0,0.0,26.0,1
Built-up  Area,Ready To Move,Whitefield,Prtates,4000.0,4.0,3.0,380.0,4
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,ShtalCr,1050.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,Benson Town,Gopus O,2850.0,4.0,3.0,470.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Elleyt ,1751.0,3.0,3.0,72.0,3
Super built-up  Area,18-Jan,Vasanth nagar,Prian E,4750.0,6.0,1.0,1102.0,4
Super built-up  Area,18-Jun,Bommasandra,SSestth,1020.0,2.0,1.0,40.89,2
Super built-up  Area,Ready To Move,Thanisandra,SaSkyBl,1148.0,2.0,1.0,43.5,2
Super built-up  Area,Ready To Move,Bellandur,GoncyRe,1325.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Sai Gardens,Alivae ,1261.0,2.0,2.0,61.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1675.0,2.0,2.0,135.0,3
Super built-up  Area,18-Aug,Kodihalli,Soianal,3260.0,5.0,3.0,388.0,4
Built-up  Area,Ready To Move,Uttarahalli,Sencys ,1160.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,HoAcela,1914.0,3.0,2.0,149.0,3
Super built-up  Area,Ready To Move,BTM Layout,C ensnd,1458.0,3.0,2.0,79.0,3
Super built-up  Area,Ready To Move,Hulimavu,Vapasrk,3035.0,5.0,3.0,220.0,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1556.0,3.0,2.0,86.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Mades G,1455.0,2.0,1.0,98.0,3
Built-up  Area,Ready To Move,Bannerghatta Road,Pyvenas,1100.0,2.0,2.0,52.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,S2kaaan,1405.0,3.0,2.0,48.87,3
Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,929.0,2.0,1.0,56.0,2
Super built-up  Area,17-Jul,Channasandra,Unm 2El,1065.0,2.0,1.0,40.47,2
Super built-up  Area,22-Dec,Bannerghatta Road,PrarePa,1532.0,3.0,0.0,84.29,3
Built-up  Area,Ready To Move,Anandapura,LoLeoen,1250.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Marathahalli,Asintas,1680.0,3.0,3.0,105.0,3
Super built-up  Area,Ready To Move,Nagarbhavi,Shentpa,1146.0,2.0,1.0,50.0,2
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,1451.0,3.0,1.0,60.44,3
Super built-up  Area,Ready To Move,Nobo Nagar,Elacet ,1424.0,2.0,3.0,55.0,3
Super built-up  Area,Ready To Move,Gottigere,Krryll ,1435.0,2.0,3.0,62.0,3
Super built-up  Area,18-Apr,Devanahalli,Sabixtt,658.0,1.0,0.0,26.91,1
Super built-up  Area,Ready To Move,Whitefield,FoityIn,1242.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Yelahanka,PrrloMo,1610.0,4.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Hulimavu,Reiteee,1127.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Krishna Reddy Layout,ThntsAp,1250.0,3.0,1.0,55.0,3
Plot  Area,18-Mar,Kuvempu Layout,LGeete ,2200.0,4.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Chandapura,PavesGr,876.0,2.0,2.0,29.5,2
Super built-up  Area,18-Apr,Kadugodi,Alestrb,1314.0,2.0,3.0,83.0,2
Super built-up  Area,20-Aug,Rachenahalli,AsNowre,690.0,1.0,1.0,39.8,1
Built-up  Area,Ready To Move,Srirampura,HooudSi,1230.0,2.0,3.0,55.0,2
Super built-up  Area,18-May,Bommasandra,SSestth,920.0,2.0,1.0,37.2,2
Built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1850.0,3.0,3.0,140.0,3
Super built-up  Area,Ready To Move,Electronic City,Goty  E,1073.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Maithri Layout,Lalipa ,1540.0,3.0,3.0,76.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1550.0,3.0,3.0,63.5,3
Super built-up  Area,Ready To Move,Kalyan nagar,Satle C,1198.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,HBR Layout,HMtesle,1656.0,3.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Kaveri Nagar,Roiti A,1900.0,3.0,3.0,155.0,3
Built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1910.0,3.0,2.0,142.0,3
Super built-up  Area,19-Dec,Thanisandra,DSity S,2172.0,3.0,2.0,76.02,3
Super built-up  Area,Ready To Move,Whitefield,DSe 2ie,1548.0,3.0,1.0,65.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,2856.0,5.0,0.0,154.5,4
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1689.0,3.0,1.0,103.0,3
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,2.0,111.0,4
Super built-up  Area,Ready To Move,Devi Nagar,RMerslu,1100.0,2.0,1.0,61.0,2
Super built-up  Area,Ready To Move,Hennur Road,Mileeou,1250.0,2.0,1.0,77.88,3
Super built-up  Area,18-Apr,Electronic City,GMown E,1500.0,2.0,1.0,78.0,3
Built-up  Area,Ready To Move,OLd Gurappanapalya,SoliaMa,1942.0,3.0,1.0,155.0,3
Super built-up  Area,18-Dec,Haralur Road,NDiteio,1985.0,3.0,2.0,130.0,3
Super built-up  Area,18-Apr,Sarjapur  Road,Kiare S,950.0,1.0,0.0,39.9,1
Super built-up  Area,Ready To Move,Green Glen Layout,Solia D,1752.0,3.0,2.0,105.0,3
Super built-up  Area,Ready To Move,Old Madras Road,Brglede,1480.0,2.0,2.0,84.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Saitya ,1826.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,934.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1620.0,2.0,1.0,76.0,3
Super built-up  Area,17-Jun,Electronic City,GMown E,1070.0,2.0,1.0,47.0,2
Super built-up  Area,19-Dec,Electronic City Phase II,DSineSt,1611.0,2.0,2.0,48.33,3
Super built-up  Area,Ready To Move,Whitefield,Gamesti,1405.0,3.0,2.0,58.0,3
Super built-up  Area,Ready To Move,VGP Layout,Vaurtar,1515.0,3.0,3.0,90.0,3
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1830.0,4.0,2.0,150.0,3
Built-up  Area,Ready To Move,Kaggadasapura,Omncy R,1710.0,3.0,0.0,60.0,3
Built-up  Area,Ready To Move,BTM Layout,Varala ,935.0,2.0,1.0,51.5,2
